,Id,GP,MIN,PTS,FGM,FGA,FG%,3P Made,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV
1519,8954,49,10.5,3.5,1.4,3.6,41.1,-0.1,-0.1,18.4,0.5,0.9,50.2,0.6,1.6,2.2,0.2,0.1,0.2,0.6
1520,12106,52,9.6,3.4,1.4,3.0,45.0,0.6,1.6,26.8,0.2,0.3,72.5,0.3,1.4,1.8,0.1,0.1,0.1,0.2
1521,12602,58,12.9,5.3,2.0,4.2,45.7,0.5,1.4,21.8,1.0,1.4,69.4,0.9,1.2,1.9,1.6,0.3,-0.3,0.7
1522,12956,84,18.8,4.9,2.0,3.3,59.2,-0.4,-1.3,-10.0,1.2,2.4,37.2,3.1,4.4,8.1,0.3,0.8,1.9,0.6
1523,7618,92,14.8,7.6,2.8,5.9,48.6,0.5,1.2,17.2,1.3,1.5,88.6,1.2,1.9,2.9,0.8,0.4,0.2,1.2
1524,8304,63,8.9,4.3,1.8,4.3,42.5,0.3,1.1,-1.0,0.7,1.2,60.0,0.4,1.3,1.8,0.7,0.4,0.1,0.9
1525,12064,59,32.3,12.0,4.4,9.7,42.9,0.1,0.5,22.4,3.6,5.2,74.3,3.0,5.6,9.0,1.9,1.8,0.6,2.1
1526,3990,52,12.6,3.7,1.2,4.3,27.3,0.9,2.7,44.4,0.7,0.7,89.2,0.2,0.9,1.1,2.3,0.4,-0.2,1.5
1527,610,44,9.3,1.9,0.7,1.8,42.1,0.1,0.2,27.7,0.3,0.8,42.2,1.0,0.6,1.5,0.2,0.4,0.1,0.3
1528,1433,72,40.5,20.0,8.3,18.2,46.1,0.4,1.4,1.3,3.0,4.1,76.5,2.2,4.5,7.0,4.3,1.4,-0.0,3.5
1529,9627,29,7.4,1.7,0.5,1.4,37.3,-0.1,-0.2,34.0,0.7,1.1,62.8,0.3,0.6,1.0,0.2,0.2,-0.1,0.3
1530,6054,59,16.6,7.3,2.7,6.0,45.3,0.4,1.0,31.3,1.7,2.3,74.8,1.0,1.6,2.5,1.7,0.4,0.4,1.1
1531,12053,53,12.3,2.3,0.9,2.2,43.2,0.2,0.3,15.4,0.3,0.5,52.7,0.5,1.0,1.6,1.6,0.6,0.3,0.6
1532,4820,84,14.7,3.5,1.2,2.8,43.2,0.7,1.8,31.9,0.4,0.6,68.1,0.4,1.3,1.6,0.5,0.3,0.1,0.7
1533,13283,64,21.2,7.9,2.8,5.2,52.3,0.3,1.2,10.9,2.3,3.6,70.2,2.1,3.0,5.1,0.7,0.7,0.4,1.0
1534,11355,73,42.9,15.7,5.7,13.8,40.0,0.5,1.8,11.8,3.4,4.4,78.5,1.0,3.9,4.9,9.0,2.3,0.7,3.9
1535,6690,49,10.9,5.6,2.2,6.8,32.6,0.4,1.5,2.0,0.6,0.9,61.7,0.6,1.2,1.7,1.1,0.4,0.1,0.8
1536,12736,68,14.4,5.2,2.1,4.5,45.1,0.4,1.1,19.3,0.7,1.2,65.3,0.5,2.2,2.9,1.2,0.5,0.2,0.9
1537,9639,74,23.6,8.7,3.2,7.5,43.4,0.7,1.9,38.7,1.2,1.4,80.6,0.7,2.2,3.0,1.6,0.5,0.3,1.0
1538,1630,52,10.8,5.2,2.0,4.1,48.2,-0.2,-0.4,15.1,1.3,1.6,71.1,0.8,1.1,1.8,1.1,0.3,0.2,0.9
1539,7193,66,10.0,2.8,1.0,2.6,37.7,0.8,2.4,50.2,0.4,0.6,68.0,0.1,0.5,0.7,2.0,0.6,0.0,0.8
1540,7601,82,20.0,6.9,2.3,5.4,43.8,0.8,2.2,10.4,1.5,2.4,63.2,1.4,2.3,3.8,0.7,0.5,0.3,1.0
1541,12710,57,27.7,12.4,5.3,9.8,55.3,-0.2,-0.5,7.0,2.2,3.3,68.7,3.8,6.2,10.5,0.6,0.9,1.8,1.1
1542,1799,65,23.2,11.1,4.6,8.6,51.2,-0.2,-0.5,15.5,2.4,2.9,78.2,2.4,3.7,5.9,0.6,0.5,0.6,1.4
1543,10928,60,11.4,5.1,1.8,3.5,52.8,-0.0,-0.2,28.5,1.1,1.4,76.0,1.1,1.9,3.0,0.2,0.4,0.3,0.6
1544,9121,79,28.5,10.4,4.0,10.0,40.4,0.2,0.8,-6.7,2.3,3.4,68.9,1.2,2.4,3.9,2.8,1.4,0.2,2.5
1545,7717,71,16.6,4.4,1.9,4.2,47.4,-0.1,-0.5,14.9,0.4,0.6,65.0,1.2,1.3,2.3,1.5,0.8,0.2,0.6
1546,12358,52,11.6,2.7,1.1,2.9,38.0,0.1,0.3,29.8,0.4,0.6,68.3,0.4,0.7,1.2,1.5,0.8,0.2,0.8
1547,5178,51,8.1,1.6,0.7,1.3,51.6,0.2,0.2,14.2,0.2,0.3,65.9,0.9,1.4,2.5,0.0,0.1,0.3,0.2
1548,12989,84,23.4,12.7,4.8,12.4,38.6,0.6,1.9,28.9,2.2,2.6,81.6,0.4,1.2,1.6,3.3,1.0,0.1,1.3
1549,9711,76,25.0,8.8,3.1,6.7,45.3,-0.1,-0.1,6.7,2.8,3.9,78.6,0.9,2.9,3.3,2.4,1.1,0.4,2.1
1550,4430,58,9.6,4.3,1.5,3.6,41.4,0.3,0.8,39.6,0.9,1.1,84.0,0.7,1.5,2.1,0.2,0.1,0.1,0.7
1551,13759,53,11.4,3.4,1.0,3.0,36.4,0.1,0.9,-5.9,1.0,1.2,80.2,0.4,1.1,1.5,0.9,0.3,0.5,0.9
1552,6688,66,24.6,7.6,2.6,5.8,45.0,0.8,2.0,26.3,1.6,1.8,84.2,0.8,3.6,4.0,2.4,0.7,0.7,2.0
1553,10999,56,10.5,6.6,2.7,5.6,48.0,-0.2,-0.6,21.0,1.3,1.9,75.4,0.9,1.2,2.0,0.6,0.1,0.3,1.2
1554,11020,53,15.4,5.3,2.0,4.3,47.4,0.2,0.4,22.7,0.8,1.5,63.4,1.3,2.2,3.5,0.8,0.3,0.3,1.0
1555,1054,75,15.1,4.9,1.9,4.8,40.8,0.2,0.7,24.8,1.1,1.5,72.1,0.5,1.5,2.1,1.7,0.9,0.1,0.8
1556,7635,70,19.3,9.1,3.8,7.0,53.7,0.1,0.2,14.6,1.6,2.4,66.5,1.7,2.7,4.4,0.3,0.3,0.4,1.0
1557,3565,70,15.4,5.4,2.2,5.4,41.9,0.5,1.4,37.6,0.5,0.9,56.9,0.3,1.6,1.8,2.7,0.8,0.3,1.9
1558,5043,68,19.9,7.7,2.5,5.8,43.5,0.9,2.4,42.9,1.9,2.3,85.9,0.9,2.4,3.4,0.7,0.5,0.2,0.9
1559,11068,68,14.9,4.3,1.5,4.1,34.9,0.6,2.1,36.5,1.1,1.2,77.7,0.4,1.2,1.6,0.6,0.6,0.1,0.5
1560,9325,56,13.3,7.0,2.8,5.8,47.2,0.2,0.7,-0.6,1.2,1.5,80.0,0.8,1.5,2.4,1.1,0.3,0.1,1.0
1561,4744,83,23.0,11.2,5.1,9.5,53.5,-0.1,-0.3,50.5,1.4,2.1,76.1,2.3,2.8,5.3,0.6,0.5,0.3,1.6
1562,13147,33,8.0,3.1,1.3,2.7,48.8,0.3,0.9,17.1,0.4,0.6,64.8,0.8,1.3,2.1,0.1,0.4,0.3,0.2
1563,6428,66,20.2,8.6,3.2,6.8,47.9,0.3,0.8,15.4,2.0,2.6,78.6,1.6,2.7,4.2,1.6,0.7,0.5,1.5
1564,1498,75,7.1,2.5,0.9,2.0,42.2,-0.1,-0.0,-5.7,0.9,1.5,65.3,0.8,1.2,1.9,0.7,0.2,0.3,0.5
1565,5623,80,16.1,5.4,2.5,6.5,37.7,-0.3,-0.5,4.8,0.5,0.9,53.8,1.0,2.2,3.2,1.7,0.7,0.2,1.4
1566,8442,93,20.5,11.0,4.3,8.6,52.5,-0.1,-0.2,20.1,2.3,3.2,67.9,2.3,3.3,5.4,0.9,0.9,0.5,1.9
1567,3712,68,23.0,9.2,3.4,8.9,36.1,0.7,2.1,24.6,1.4,2.4,59.5,0.5,0.9,1.4,3.9,1.8,-0.0,1.5
1568,6160,69,23.0,9.3,3.5,6.5,55.0,0.4,1.4,-3.2,2.0,2.6,74.7,3.3,5.9,9.0,0.5,0.6,2.9,1.0
1569,6930,87,22.4,7.2,3.1,5.8,53.9,-0.2,-0.7,56.0,1.2,1.8,68.0,1.1,1.5,2.5,3.5,1.2,0.0,0.9
1570,11779,73,15.9,7.3,3.3,7.5,44.3,0.0,0.2,23.7,0.8,1.0,79.4,1.5,2.4,4.2,0.2,0.5,0.6,0.8
1571,1371,71,19.4,7.7,2.9,6.5,46.1,0.1,0.4,-2.0,1.6,2.2,73.3,1.4,2.3,3.9,0.6,0.7,0.4,1.4
1572,472,72,18.3,5.0,1.9,4.4,41.7,0.7,2.0,35.2,0.8,0.9,72.6,0.3,1.8,2.1,1.3,0.7,0.2,0.9
1573,13185,49,17.2,4.2,1.4,4.8,30.1,0.6,1.7,29.7,0.7,0.7,87.3,0.2,1.5,1.7,1.3,0.4,0.1,0.7
1574,8088,51,11.8,4.0,1.5,4.8,31.9,0.9,2.5,57.4,0.4,0.4,80.4,0.2,0.5,0.7,1.8,0.3,-0.3,0.5
1575,9875,66,26.9,7.7,3.0,5.9,48.4,0.2,0.7,16.3,1.7,2.0,79.5,1.7,3.4,5.5,0.6,0.9,0.7,1.0
1576,9438,61,16.9,5.7,2.2,6.0,36.6,0.6,1.8,19.6,0.6,0.8,81.2,0.8,1.7,2.6,0.7,0.8,0.1,0.8
1577,11176,90,32.2,13.7,6.3,13.0,49.5,-0.1,0.1,4.2,2.1,3.0,70.5,3.6,5.2,9.2,1.4,1.3,0.8,1.7
1578,4036,38,8.6,4.0,1.8,3.9,43.8,-0.3,-0.8,-22.2,0.7,1.2,56.8,1.0,1.4,2.3,0.7,0.2,0.3,0.8
1579,6865,66,15.6,6.5,2.4,5.6,44.4,0.0,0.4,9.7,1.6,2.6,62.5,1.0,1.9,3.0,1.6,1.0,0.1,2.0
1580,8101,29,7.7,1.8,0.8,2.3,33.2,-0.1,0.0,16.9,0.2,0.4,64.6,0.2,0.4,0.6,1.2,0.3,-0.2,0.8
1581,13175,61,16.2,7.1,3.2,6.6,48.6,-0.3,-0.8,13.9,1.1,1.6,71.0,1.4,1.4,2.6,2.9,0.6,0.1,1.4
1582,772,78,11.1,7.8,2.8,6.0,46.7,0.8,2.1,21.8,1.5,1.8,78.0,0.4,1.0,1.5,0.5,0.6,-0.1,0.5
1583,116,34,10.6,3.4,1.4,3.1,45.7,0.3,0.9,35.3,0.5,0.7,69.9,0.2,0.7,0.9,0.7,0.4,-0.1,0.7
1584,7932,69,21.8,7.4,2.9,6.4,45.0,0.3,0.7,11.9,0.9,1.5,60.1,1.1,3.6,4.6,1.0,0.6,1.0,1.3
1585,2613,55,12.9,5.0,1.9,5.3,33.6,0.6,1.8,16.5,1.1,1.7,58.7,0.3,0.9,1.3,2.0,0.6,-0.2,1.2
1586,2617,46,8.5,2.0,0.8,2.0,39.2,0.0,-0.1,5.0,0.3,0.4,69.0,0.5,1.3,1.7,0.4,0.3,-0.2,0.2
1587,12977,63,12.7,4.6,1.5,3.2,47.6,0.7,1.7,42.6,0.9,1.2,76.9,0.4,1.0,1.5,0.8,0.2,0.0,0.8
1588,7522,57,34.7,12.4,5.3,11.4,45.8,0.4,1.2,29.0,1.4,2.1,64.1,1.1,4.9,6.1,2.4,0.8,0.2,2.2
1589,7469,79,14.9,5.9,2.1,5.2,41.1,0.5,1.5,50.2,1.1,1.2,82.7,0.8,1.5,2.1,1.2,0.6,-0.1,0.7
1590,3502,79,19.6,5.8,2.6,5.7,46.0,0.4,1.0,18.0,0.6,0.9,73.1,1.1,2.2,3.3,0.7,0.4,0.3,0.7
1591,1483,55,10.1,4.3,1.8,3.6,48.6,-0.6,-1.4,17.9,0.8,1.2,71.5,1.1,1.6,2.6,0.3,0.4,0.1,1.0
1592,1367,38,16.4,6.0,2.2,5.6,37.6,0.7,2.0,48.7,0.9,1.0,91.8,0.2,2.0,2.0,1.3,0.4,0.2,0.9
1593,13221,60,10.7,2.5,1.0,2.2,42.1,0.1,0.4,10.9,0.5,0.8,64.0,0.2,1.0,1.2,1.3,0.2,-0.1,0.9
1594,3627,81,25.5,8.0,3.3,7.7,44.6,0.1,0.7,22.5,1.2,1.9,65.7,1.1,3.0,4.1,1.7,0.7,0.7,1.5
1595,2006,37,5.1,1.8,0.8,2.0,38.6,-0.4,-0.9,19.9,0.3,0.5,68.9,0.0,0.2,0.4,0.8,0.2,-2.1,0.5
1596,5504,79,15.9,3.7,1.4,3.7,37.3,-0.2,-0.4,30.0,0.7,1.0,68.0,0.9,2.0,3.0,1.2,0.8,0.2,1.0
1597,3207,58,38.1,15.8,5.8,14.8,40.1,0.7,2.1,42.2,2.6,3.2,82.1,1.6,3.6,5.3,2.4,1.8,0.2,1.8
1598,6852,73,43.2,22.0,8.5,17.5,50.5,0.7,2.0,18.7,4.5,6.0,72.6,1.9,5.2,6.5,1.6,0.5,1.2,2.6
1599,6723,65,9.5,2.7,0.9,3.0,30.4,0.6,1.5,52.1,0.5,0.5,76.8,0.3,0.8,1.1,0.9,0.3,-0.1,1.2
1600,3778,68,25.9,8.4,3.1,7.6,39.4,0.7,1.8,10.8,1.3,2.1,59.9,1.9,3.1,4.7,1.7,0.6,0.9,1.3
1601,1423,39,12.2,2.4,1.0,2.3,47.6,0.0,0.2,-9.0,0.3,0.6,54.6,0.4,1.0,1.5,1.4,0.5,0.0,0.6
1602,6971,64,12.3,4.2,1.6,3.6,43.8,0.1,0.3,13.0,0.7,1.1,62.0,0.4,1.4,1.7,1.2,0.3,0.1,1.1
1603,2740,60,15.1,7.6,2.9,6.3,44.8,0.1,0.8,14.0,1.9,2.1,79.0,0.5,1.4,1.9,3.6,0.8,0.1,1.9
1604,2050,76,22.8,9.2,3.3,7.0,46.1,0.1,0.2,11.4,2.2,2.9,82.1,1.1,2.2,3.3,1.6,0.9,0.2,1.3
1605,3993,46,12.9,6.8,2.6,6.4,38.5,-0.6,-1.5,6.3,1.7,2.3,77.7,0.7,1.0,1.6,2.2,0.7,0.0,1.9
1606,4890,90,28.7,10.0,3.8,8.8,43.2,0.3,0.8,37.9,2.2,2.6,87.4,0.8,2.6,3.4,3.3,0.8,0.1,1.4
1607,8390,50,11.0,4.6,1.8,3.8,48.0,-0.1,-0.1,-10.1,0.8,0.9,77.5,0.6,1.8,2.3,0.4,0.1,0.1,0.7
1608,3422,41,13.1,3.4,1.2,2.4,48.3,0.7,1.9,45.9,0.4,0.5,76.2,0.3,1.3,1.6,1.5,0.8,0.0,0.8
1609,5086,39,10.3,2.4,0.8,2.6,31.7,0.2,0.8,15.6,0.9,1.0,81.6,0.3,1.1,1.5,0.6,0.4,0.1,0.6
1610,12088,50,15.0,7.5,3.0,4.9,57.0,-0.1,-0.5,8.3,1.7,2.9,63.7,1.5,2.0,3.5,0.4,0.3,0.4,0.9
1611,11993,67,18.5,8.2,2.7,6.3,41.3,0.3,1.0,29.5,2.9,3.5,84.2,0.2,1.0,1.1,3.6,1.0,-0.3,1.9
1612,737,17,6.2,1.3,0.5,1.4,32.8,-0.1,0.2,5.5,0.2,0.3,63.6,0.2,0.5,0.8,0.7,0.4,-0.2,0.5
1613,8070,66,16.4,5.2,2.2,4.7,45.9,0.4,1.2,33.4,0.7,0.8,81.6,0.2,1.3,1.6,1.9,0.4,-0.1,0.7
1614,11974,82,29.3,8.9,3.2,8.2,40.0,1.0,3.1,35.1,2.1,2.5,79.0,0.8,1.7,2.5,5.0,1.6,0.1,2.5
1615,1366,39,17.3,6.4,2.3,6.4,36.9,0.7,2.2,31.6,1.1,1.4,80.4,0.4,1.9,2.2,2.6,0.9,0.2,1.1
1616,8100,62,17.2,10.8,4.2,8.2,51.8,0.1,0.1,19.6,2.4,2.9,83.2,1.6,1.8,3.4,1.4,0.6,0.2,1.7
1617,8432,42,22.6,10.4,4.0,9.4,42.0,-0.3,-0.5,12.9,2.8,3.8,77.8,1.1,2.7,4.1,2.2,1.0,0.3,2.4
1618,13564,41,10.8,4.6,1.4,3.9,36.7,0.2,1.0,20.8,1.3,1.4,105.0,0.5,0.7,1.1,0.7,0.3,0.2,0.7
1619,8140,74,21.8,7.6,2.8,6.2,45.3,0.4,1.0,15.0,1.6,2.4,67.8,0.8,2.0,2.8,3.1,1.6,0.1,1.8
1620,12573,101,28.0,15.9,6.5,13.0,50.5,-0.5,-1.3,2.7,3.9,4.7,86.2,3.7,4.8,8.3,1.9,1.4,0.6,2.6
1621,10740,73,14.8,6.1,2.4,5.4,43.2,0.2,0.5,14.0,1.4,2.4,55.2,0.9,1.3,2.0,1.2,0.4,0.4,1.0
1622,1438,68,20.8,7.3,3.0,6.2,48.2,-0.0,0.0,29.6,1.2,1.6,77.8,1.7,3.7,5.3,0.8,0.4,0.2,1.0
1623,617,62,9.9,3.0,1.3,2.2,57.5,-0.6,-1.7,-11.0,0.7,1.2,56.9,0.9,1.6,2.7,0.3,0.2,0.4,0.4
1624,8184,50,5.5,1.3,0.5,1.5,33.8,0.3,0.9,24.4,0.1,0.2,73.4,0.2,0.5,0.7,0.9,0.2,-0.5,0.5
1625,13614,56,17.7,7.8,3.1,6.7,43.9,0.4,1.1,12.4,1.3,1.8,68.1,0.7,2.8,3.2,2.7,0.6,0.3,2.7
1626,6977,39,13.9,4.5,1.6,3.9,40.1,0.4,0.8,9.6,0.9,1.2,76.6,0.2,0.8,1.0,1.5,0.4,-0.0,0.9
1627,2836,48,20.4,9.5,3.8,6.4,60.0,-0.1,-0.3,-5.6,1.8,2.7,60.8,3.5,2.1,5.0,1.0,0.6,0.4,2.1
1628,11398,71,27.7,9.4,3.3,7.6,45.5,0.5,1.3,21.1,1.7,2.1,85.5,0.9,2.2,3.3,1.8,1.7,0.3,1.1
1629,11764,38,7.7,1.6,0.6,1.6,41.8,-0.5,-1.4,-2.0,0.3,0.6,61.3,0.9,1.8,2.6,0.5,0.1,0.1,0.7
1630,6911,28,6.9,1.9,0.6,1.7,36.7,0.0,0.3,16.6,0.7,1.0,66.2,0.5,0.6,1.1,0.2,0.3,-0.5,0.5
1631,13752,75,22.4,7.8,3.2,5.9,53.2,0.0,0.1,1.7,1.6,2.4,70.4,2.4,2.8,5.0,0.2,0.4,0.5,0.9
1632,9775,59,16.7,5.5,2.0,4.7,44.6,1.0,2.5,39.3,0.4,0.4,83.7,0.6,1.4,2.1,0.2,0.2,0.3,0.3
1633,4103,47,9.7,3.6,1.4,4.0,35.1,-0.0,0.3,13.9,0.5,0.6,71.8,0.4,1.0,1.4,0.6,0.3,0.4,0.8
1634,6302,59,10.1,2.6,1.1,2.0,54.8,0.0,-0.3,31.5,0.3,0.7,44.3,2.0,1.8,3.7,0.1,0.3,0.4,0.3
1635,8218,63,12.8,5.2,1.8,3.9,48.1,0.4,1.1,20.5,1.5,2.4,58.7,0.7,1.3,2.1,1.3,0.8,0.4,1.0
1636,5965,71,16.0,5.7,2.1,4.8,44.5,0.5,1.3,18.5,0.8,1.3,72.2,0.8,1.9,2.7,1.1,0.7,0.1,0.9
1637,4743,59,9.2,2.6,1.1,2.5,45.4,0.1,0.6,12.3,0.3,0.4,69.9,0.8,1.8,2.6,0.5,0.5,0.3,0.5
1638,2062,65,14.6,5.3,2.0,4.1,47.1,0.4,1.2,35.6,1.0,1.4,67.5,1.0,2.0,2.8,0.6,0.5,0.4,0.6
1639,3183,36,14.3,6.0,2.2,5.2,42.1,-0.2,0.0,-11.4,1.7,2.7,52.3,1.4,1.2,2.2,0.5,0.5,0.0,1.2
1640,12973,55,19.6,6.1,2.0,4.6,45.2,0.2,1.0,6.5,1.7,2.4,70.7,0.8,3.6,4.6,1.5,0.7,0.3,1.0
1641,3904,54,23.8,7.9,3.1,7.2,44.0,-0.2,-0.6,15.6,1.9,2.7,73.2,1.8,3.1,5.0,1.6,0.8,0.2,1.5
1642,9915,55,21.0,7.9,3.2,7.0,45.6,0.3,1.3,21.9,1.8,2.9,58.0,1.8,1.7,3.7,1.4,1.4,0.3,1.7
1643,6047,59,14.5,5.5,2.1,4.5,46.7,0.1,0.3,2.6,1.4,2.0,73.1,1.7,3.2,4.8,0.6,0.5,0.6,0.6
1644,5436,71,13.5,3.3,1.3,3.1,41.4,-0.0,-0.2,28.4,0.6,1.1,59.8,0.4,1.5,2.1,1.4,0.5,0.2,1.2
1645,10617,38,9.5,2.8,1.0,2.5,40.8,-0.4,-0.8,4.8,1.0,1.6,62.8,1.1,1.5,2.4,0.6,0.4,0.3,0.9
1646,2217,58,10.8,4.7,1.7,3.8,43.8,0.2,0.9,4.1,1.2,1.9,68.7,0.3,1.0,1.3,0.7,0.7,0.2,1.2
1647,13644,57,20.1,4.1,1.5,3.5,44.3,1.1,2.8,50.9,0.4,0.6,68.1,0.4,2.1,2.6,1.0,0.9,0.3,0.6
1648,4737,28,10.5,4.3,1.8,3.4,51.4,0.3,0.8,6.6,0.7,1.3,51.7,0.5,1.1,1.5,0.9,0.4,0.2,0.8
1649,4158,77,21.3,5.9,2.3,4.4,49.4,-0.2,-0.5,-2.0,1.4,2.3,62.6,2.5,5.2,7.4,0.7,0.5,0.8,1.2
1650,10849,79,27.3,11.1,4.1,9.0,44.5,0.4,1.3,22.7,2.0,2.7,74.0,1.5,3.2,4.4,2.8,1.1,0.5,2.5
1651,3505,49,11.3,3.6,1.4,2.9,48.2,-0.2,-0.3,-14.9,0.7,1.1,65.9,0.8,2.7,3.5,0.4,0.3,0.3,0.8
1652,8982,68,22.4,7.0,2.6,5.1,49.4,0.1,-0.1,29.5,1.9,2.4,79.3,1.0,3.1,4.0,2.2,0.8,0.3,1.9
1653,12726,78,26.4,11.9,4.7,10.2,47.6,0.1,0.4,22.4,1.9,2.5,75.8,1.6,2.0,3.9,2.3,0.8,0.3,1.3
1654,11128,76,23.4,10.3,3.8,7.1,55.5,0.3,0.9,6.9,2.3,3.7,65.3,1.4,2.8,4.3,1.8,0.9,0.5,1.3
1655,5412,70,38.5,20.9,7.6,15.0,52.4,0.9,2.5,20.4,4.3,5.1,84.4,1.9,4.5,6.6,2.7,1.4,0.5,2.6
1656,849,65,10.5,3.7,1.4,3.2,45.9,0.2,0.6,5.4,1.1,1.4,81.0,0.4,0.9,1.4,1.1,0.7,-0.0,0.6
1657,4841,75,26.8,12.2,4.4,8.4,51.7,0.3,0.7,1.6,3.0,4.4,65.4,3.0,5.0,7.9,0.7,0.6,0.8,1.0
1658,2560,56,14.7,3.9,1.8,4.1,41.4,0.3,1.1,27.8,0.3,0.7,47.2,0.8,2.3,3.0,1.3,0.6,0.3,1.3
1659,11422,76,19.6,8.8,3.2,7.5,40.6,1.2,3.0,44.6,1.6,2.0,78.2,0.1,0.9,1.1,4.5,0.8,-0.1,2.2
1660,9892,54,21.6,6.1,2.3,6.0,39.5,0.9,2.6,35.5,0.4,0.3,107.0,0.3,1.7,2.0,2.8,0.5,0.0,0.7
1661,6884,47,8.0,2.7,1.1,3.3,31.9,0.5,1.7,31.9,0.4,0.7,66.0,0.2,0.4,0.6,1.0,0.3,0.0,0.7
1662,12230,58,19.7,6.4,2.3,5.3,43.0,-0.2,-0.2,2.2,2.1,3.1,66.3,1.6,4.0,5.5,0.4,0.8,1.6,1.1
1663,1627,70,12.9,3.9,1.5,3.7,39.3,0.9,2.6,48.5,0.5,0.6,76.4,0.1,0.4,0.5,1.1,0.7,0.1,0.4
1664,5396,27,6.3,2.8,1.1,2.7,39.9,0.3,1.0,8.4,0.3,0.4,63.5,0.5,0.7,1.3,0.1,0.0,-0.0,0.4
1665,4668,95,37.2,14.6,5.8,10.4,54.2,0.0,-0.1,-2.7,3.1,4.9,55.3,4.7,11.0,15.9,0.7,0.9,7.3,2.3
1666,5041,63,15.8,6.8,2.8,6.5,41.5,0.3,1.0,12.5,0.9,1.3,71.7,1.0,1.2,2.1,1.8,0.6,0.2,1.0
1667,7164,85,18.7,6.5,2.3,5.9,42.0,0.5,1.5,22.9,1.5,2.0,81.2,1.2,1.6,2.8,0.6,0.4,0.3,0.8
1668,1242,48,11.2,3.5,1.4,3.6,36.6,0.1,0.4,18.3,0.6,1.1,65.6,0.5,1.3,1.7,0.7,0.5,-0.4,0.6
1669,7970,78,18.6,6.2,2.3,5.7,42.3,0.2,0.9,25.0,1.1,1.5,74.8,0.9,3.0,3.9,0.8,0.6,0.3,0.9
1670,13051,21,14.3,5.1,1.8,3.5,48.1,0.7,1.9,13.4,1.1,1.4,73.8,0.6,1.3,1.8,0.8,0.4,0.3,0.6
1671,10666,75,18.5,10.8,3.9,9.0,43.4,0.2,0.6,-15.5,3.1,4.6,64.6,1.9,2.6,4.3,0.7,0.4,0.4,1.8
1672,2799,60,8.6,3.1,1.2,2.7,47.6,-0.2,-0.6,-22.8,0.7,1.0,67.2,1.0,0.8,1.7,0.5,0.8,0.3,0.8
1673,6806,55,20.4,6.6,2.4,5.6,43.3,0.6,1.7,35.3,0.9,1.3,69.6,1.4,2.0,3.2,0.6,0.3,0.2,1.0
1674,7851,76,17.4,9.3,3.5,8.9,37.5,0.2,0.8,41.9,2.2,2.6,91.7,0.4,1.3,1.6,3.6,1.0,0.1,1.5
1675,3000,55,22.5,10.5,3.6,7.4,49.4,0.6,1.9,1.9,2.5,3.4,78.0,1.2,2.9,4.2,0.7,0.7,0.2,1.4
1676,7809,88,14.7,7.7,3.1,6.0,51.1,0.4,1.1,33.2,1.0,1.2,79.4,0.7,2.0,2.8,1.1,0.3,0.1,1.2
1677,2827,57,6.9,2.2,0.9,1.7,49.4,-0.3,-0.9,2.8,0.4,0.6,66.5,0.7,0.9,1.7,0.1,0.1,0.3,0.3
1678,9254,46,10.3,6.2,2.4,5.3,45.5,0.5,1.3,28.0,0.8,1.2,72.8,0.6,1.9,2.5,1.4,0.3,0.4,1.1
1679,13446,55,19.2,5.9,1.9,5.1,39.6,0.3,1.0,24.4,1.2,2.0,61.8,1.7,1.7,3.4,2.5,1.1,0.1,1.7
1680,2864,102,46.2,28.1,11.8,25.7,48.1,0.3,1.2,20.4,5.0,7.1,73.4,2.3,5.9,8.4,5.1,1.5,1.5,4.5
1681,10186,44,29.1,14.7,5.2,11.7,44.4,0.8,2.3,19.4,3.1,3.6,85.4,2.3,4.8,7.0,1.1,0.6,0.2,1.5
1682,3210,78,23.0,10.6,4.0,9.6,42.5,0.5,1.1,52.8,1.9,2.3,76.3,0.6,2.1,3.1,2.6,1.1,0.3,1.5
1683,10860,88,52.0,20.9,8.6,19.0,47.3,0.9,2.4,44.6,3.9,5.2,77.3,1.0,4.2,4.8,7.4,2.2,0.4,3.5
1684,5770,85,21.9,9.9,4.4,8.2,55.1,0.1,0.4,18.4,1.4,1.9,70.9,1.5,2.8,4.3,1.6,1.2,0.5,1.2
1685,9823,55,23.0,7.9,2.6,6.4,40.0,0.7,2.0,54.0,1.6,1.9,81.5,0.8,2.5,3.2,2.5,0.7,0.5,1.3
1686,11495,62,21.4,8.0,2.6,7.2,34.4,0.5,1.9,32.8,2.0,2.7,73.5,0.4,1.1,1.5,2.5,0.5,-0.3,1.4
1687,10978,79,12.6,3.2,1.1,2.7,40.0,0.2,0.6,7.2,1.1,1.7,67.6,0.9,2.0,2.9,1.1,0.8,0.2,1.5
1688,3680,47,10.9,2.5,1.0,2.2,40.9,-0.1,-0.3,29.0,0.4,0.7,68.0,0.4,1.0,1.2,2.0,0.4,0.1,1.0
1689,5739,57,25.4,10.5,4.1,10.2,39.6,0.8,2.4,25.6,1.2,1.6,70.8,0.7,3.3,4.1,2.7,0.5,0.4,1.8
1690,8210,69,15.0,7.2,2.4,6.0,41.6,0.9,2.6,28.8,1.5,2.1,73.9,1.1,2.5,3.7,0.3,0.3,0.4,0.9
